BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	source_name	treatment	group
SAMN10984808	SRR8605906	2019-09-18T15:38:05Z	2019-02-21T16:56:52Z	5696388	432925488	0	76	145		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605906/SRR8605906.1	SRX5405630		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390427	simple	9606	Homo sapiens	GSM3617841							no					GEO	SRA851302		public	1B436D1BCFF80FB647733D402161300A	CDBB20C1A278A1C298726A9EFA3C1364	10984808	F36P_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390427	GSM3617841	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984808	SRR8605907	2019-09-18T15:38:05Z	2019-02-21T16:57:04Z	5929124	450613424	0	76	151		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605907/SRR8605907.1	SRX5405630		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390427	simple	9606	Homo sapiens	GSM3617841							no					GEO	SRA851302		public	28D0AF8E97640AD47683F84AB83271EE	B42844D84326567C0697C175A36570F9	10984808	F36P_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390427	GSM3617841	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984808	SRR8605908	2019-09-18T15:38:05Z	2019-02-21T16:56:56Z	5978250	454347000	0	76	151		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605908/SRR8605908.1	SRX5405630		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390427	simple	9606	Homo sapiens	GSM3617841							no					GEO	SRA851302		public	3770420B154884A99F0831A7779696A7	86985997B3BBE504EC7F76A6474687CB	10984808	F36P_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390427	GSM3617841	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984808	SRR8605909	2019-09-18T15:38:05Z	2019-02-21T16:57:07Z	6299651	478773476	0	76	163		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605909/SRR8605909.1	SRX5405630		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390427	simple	9606	Homo sapiens	GSM3617841							no					GEO	SRA851302		public	3EFBD9537DFB070F23DC39EA61A14884	F27DB03B15CB87294C3B9898253C5316	10984808	F36P_CTR_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390427	GSM3617841	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984807	SRR8605910	2019-09-18T15:38:05Z	2019-02-21T16:56:53Z	5821478	442432328	0	76	149		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605910/SRR8605910.1	SRX5405631		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390428	simple	9606	Homo sapiens	GSM3617842							no					GEO	SRA851302		public	DFFD21A621AA07A0ABD8EEEA716EDAD5	4E3523CE1AC19B39D19CD41C405938FB	10984807	F36P_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390428	GSM3617842	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984807	SRR8605911	2019-09-18T15:38:05Z	2019-02-21T16:56:58Z	6077626	461899576	0	76	155		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605911/SRR8605911.1	SRX5405631		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390428	simple	9606	Homo sapiens	GSM3617842							no					GEO	SRA851302		public	5D98BB1EEFC942E0777E06E9633DAAE8	89CDFD0D721AF08A70319B8DED8D7009	10984807	F36P_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390428	GSM3617842	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984807	SRR8605912	2019-09-18T15:38:05Z	2019-02-21T16:56:59Z	6125194	465514744	0	76	155		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605912/SRR8605912.1	SRX5405631		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390428	simple	9606	Homo sapiens	GSM3617842							no					GEO	SRA851302		public	97F913FBB079057AAC66839A472E6DC7	5D7358A9E52C0C1B1B9BC3474279902E	10984807	F36P_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390428	GSM3617842	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984807	SRR8605913	2019-09-18T15:38:05Z	2019-02-21T16:57:06Z	6445747	489876772	0	76	167		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605913/SRR8605913.1	SRX5405631		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390428	simple	9606	Homo sapiens	GSM3617842							no					GEO	SRA851302		public	6FF36C7CF032E9B43562112A0FF51C7B	593311BF8920377EA9FE236B0C5B4F84	10984807	F36P_CTR_REP2	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390428	GSM3617842	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984806	SRR8605914	2019-09-18T15:38:05Z	2019-02-21T16:57:11Z	6088372	462716272	0	76	155		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605914/SRR8605914.1	SRX5405632		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390429	simple	9606	Homo sapiens	GSM3617843							no					GEO	SRA851302		public	5C6404BD4A2D5BDA81DBBC6C00E33CF0	B239CFB0E1A9589AAE578F05A72E892B	10984806	F36P_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390429	GSM3617843	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984806	SRR8605915	2019-09-18T15:38:05Z	2019-02-21T16:57:07Z	6335480	481496480	0	76	161		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605915/SRR8605915.1	SRX5405632		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390429	simple	9606	Homo sapiens	GSM3617843							no					GEO	SRA851302		public	66AB95ACA2385D433F743246123715CE	DE881B6A108DF5C2B78295E76DFAB27F	10984806	F36P_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390429	GSM3617843	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984806	SRR8605916	2019-09-18T15:38:05Z	2019-02-21T16:57:23Z	6378802	484788952	0	76	161		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8605916/SRR8605916.1	SRX5405632		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390429	simple	9606	Homo sapiens	GSM3617843							no					GEO	SRA851302		public	FE8E191678DCFFF7689F9D7C609E87B7	482C8C287E191020A748B436351340DB	10984806	F36P_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390429	GSM3617843	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984806	SRR8605917	2019-09-18T15:38:05Z	2019-02-21T16:57:14Z	6737313	512035788	0	76	174		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8605917/SRR8605917.1	SRX5405632		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390429	simple	9606	Homo sapiens	GSM3617843							no					GEO	SRA851302		public	C3819201E68A752DF0B233A0F4E640A4	437878596E374486ED46A6BFA3021E0D	10984806	F36P_CTR_REP3	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390429	GSM3617843	F36P	AML	AML	Untreated	F36P.Untreated
SAMN10984805	SRR8605918	2019-09-18T15:38:05Z	2019-02-21T16:56:58Z	6121973	465269948	0	76	156		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605918/SRR8605918.1	SRX5405633		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390430	simple	9606	Homo sapiens	GSM3617844							no					GEO	SRA851302		public	115B16F6A2CAB26AB6CD0263E8A43133	249DDCC5C2B4D16C75F116C6BAA2BB4D	10984805	F36P_ETOP_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390430	GSM3617844	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984805	SRR8605919	2019-09-18T15:38:05Z	2019-02-21T16:57:10Z	6366423	483848148	0	76	162		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8605919/SRR8605919.1	SRX5405633		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390430	simple	9606	Homo sapiens	GSM3617844							no					GEO	SRA851302		public	018BCBF623A8E1D11B18134728168946	FC0AEF7D0E5777B26826C18791196833	10984805	F36P_ETOP_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390430	GSM3617844	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
SAMN10984805	SRR8605920	2019-09-18T15:38:05Z	2019-02-21T16:57:08Z	6408192	487022592	0	76	162		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8605920/SRR8605920.1	SRX5405633		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP186505	PRJNA523616	3	523616	SRS4390430	simple	9606	Homo sapiens	GSM3617844							no					GEO	SRA851302		public	6C5E8485C63A69DD526DD1A8084951DD	0F8BD6BBB6932FA972A40F42E11B7F4A	10984805	F36P_ETOP_REP1	Department of Pharmacology, University Medical Center, Johannes Gutenberg University of Mainz	9606	SRS4390430	GSM3617844	F36P	AML	AML	Etoposide (IC50)	F36P.Etoposide
