BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN03268485	SRR1723074	2016-01-05T16:14:03Z	2014-12-18T11:36:08Z	15572501	1557250100	15572501	100	1007		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723074/SRR1723074.1	SRX816487		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796762	simple	9606	Homo sapiens	GSM1568496							no					GEO	SRA218427		public	BBBED8025E4B6EBBFF49B74BEAD72229	92415EFE2D4E43FC5D75BED215FB4936	3268485	LP1_DMSO_6h_R1 (SL62425)	Constellation Pharmaceuticals	9606	SRS796762	GSM1568496	LP-1	SL62425	DMSO 6h	DMSO
SAMN03268485	SRR1723075	2016-01-05T16:14:03Z	2014-12-18T11:34:03Z	15748897	1574889700	15748897	100	1020		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723075/SRR1723075.1	SRX816487		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796762	simple	9606	Homo sapiens	GSM1568496							no					GEO	SRA218427		public	19525CEF39E137B1F9570DD5BE01BB37	E8CF977CAD3B78CDC22AE7557A514932	3268485	LP1_DMSO_6h_R1 (SL62425)	Constellation Pharmaceuticals	9606	SRS796762	GSM1568496	LP-1	SL62425	DMSO 6h	DMSO
SAMN03268485	SRR1723076	2016-01-05T16:14:03Z	2014-12-18T11:34:17Z	15932260	1593226000	15932260	100	1034		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723076/SRR1723076.1	SRX816487		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796762	simple	9606	Homo sapiens	GSM1568496							no					GEO	SRA218427		public	FD02570B488168BA57C07733487DEAE7	DD563A76CBD29085231955A5F9B2E56F	3268485	LP1_DMSO_6h_R1 (SL62425)	Constellation Pharmaceuticals	9606	SRS796762	GSM1568496	LP-1	SL62425	DMSO 6h	DMSO
SAMN03268487	SRR1723077	2016-01-05T16:14:03Z	2014-12-18T11:35:14Z	15439267	1543926700	15439267	100	996		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723077/SRR1723077.1	SRX816488		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796761	simple	9606	Homo sapiens	GSM1568497							no					GEO	SRA218427		public	AEC02323C87A7D7CAA7577409D990958	840D0D78A49B83FBCBEAA873535DE3AB	3268487	LP1_DMSO_6h_R2 (SL62426)	Constellation Pharmaceuticals	9606	SRS796761	GSM1568497	LP-1	SL62426	DMSO 6h	DMSO
SAMN03268487	SRR1723078	2016-01-05T16:14:03Z	2014-12-18T11:37:14Z	15647964	1564796400	15647964	100	1012		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723078/SRR1723078.1	SRX816488		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796761	simple	9606	Homo sapiens	GSM1568497							no					GEO	SRA218427		public	76890C7D7A90CA93677486171A39FC56	4B32071B840CDBC5DF641775043FE9AB	3268487	LP1_DMSO_6h_R2 (SL62426)	Constellation Pharmaceuticals	9606	SRS796761	GSM1568497	LP-1	SL62426	DMSO 6h	DMSO
SAMN03268487	SRR1723079	2016-01-05T16:14:03Z	2014-12-18T11:34:42Z	15839702	1583970200	15839702	100	1027		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723079/SRR1723079.1	SRX816488		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796761	simple	9606	Homo sapiens	GSM1568497							no					GEO	SRA218427		public	2122D79AA1C9FB4862554BA030C51817	94C3F03F3523A866F2BBF36EC9F64EAA	3268487	LP1_DMSO_6h_R2 (SL62426)	Constellation Pharmaceuticals	9606	SRS796761	GSM1568497	LP-1	SL62426	DMSO 6h	DMSO
SAMN03268486	SRR1723080	2016-01-05T16:14:03Z	2014-12-18T11:41:07Z	25373178	2537317800	25373178	100	1631		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723080/SRR1723080.1	SRX816489		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796763	simple	9606	Homo sapiens	GSM1568498							no					GEO	SRA218427		public	02DF20C4C3D63FE07755695CA798CB63	1E6FE2A5627E4AB4E4DA54DF1DA1BC7A	3268486	LP1_2.5uM_SGCCBP30_6h_R1 (SL62437)	Constellation Pharmaceuticals	9606	SRS796763	GSM1568498	LP-1	SL62437	2.5uM SGCCBP30 6h	SGCCCBP30
SAMN03268486	SRR1723081	2016-01-05T16:14:03Z	2014-12-18T11:41:38Z	25707444	2570744400	25707444	100	1655		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723081/SRR1723081.1	SRX816489		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796763	simple	9606	Homo sapiens	GSM1568498							no					GEO	SRA218427		public	8D6E354618DAAE8280DA2E9FE23E59AC	3519BD08983ECEF357FC5D5B34263187	3268486	LP1_2.5uM_SGCCBP30_6h_R1 (SL62437)	Constellation Pharmaceuticals	9606	SRS796763	GSM1568498	LP-1	SL62437	2.5uM SGCCBP30 6h	SGCCCBP30
SAMN03268486	SRR1723082	2016-01-05T16:14:03Z	2014-12-18T11:36:33Z	26055024	2605502400	26055024	100	1682		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723082/SRR1723082.1	SRX816489		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796763	simple	9606	Homo sapiens	GSM1568498							no					GEO	SRA218427		public	5219FACF9648FC827607C55F5B4796A6	EA950B0FD23AA05E1F0AA47F826B6096	3268486	LP1_2.5uM_SGCCBP30_6h_R1 (SL62437)	Constellation Pharmaceuticals	9606	SRS796763	GSM1568498	LP-1	SL62437	2.5uM SGCCBP30 6h	SGCCCBP30
SAMN03268490	SRR1723083	2016-01-05T16:14:03Z	2014-12-18T11:38:39Z	23255797	2325579700	23255797	100	1495		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1723083/SRR1723083.1	SRX816490		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP051320	PRJNA270740	2	270740	SRS796764	simple	9606	Homo sapiens	GSM1568499							no					GEO	SRA218427		public	E67B9BDB247587113859FBDFFFEC392B	3D49E05DAF19F54CED45A3E8A9DD2E47	3268490	LP1_2.5uM_SGCCBP30_6h_R2 (SL62438)	Constellation Pharmaceuticals	9606	SRS796764	GSM1568499	LP-1	SL62438	2.5uM SGCCBP30 6h	SGCCCBP30
